  0%|                                                                                                                                                        | 0/6468 [00:00<?, ?it/s]Casting fp32 inputs back to torch.bfloat16 for flash-attn compatibility.
                                                                                                                                                                                      
{'loss': 7.2962, 'grad_norm': 225.7823944091797, 'learning_rate': 5e-05, 'epoch': 0.0}
{'loss': 0.7917, 'grad_norm': 10.342916488647461, 'learning_rate': 4.1774891774891775e-05, 'epoch': 0.16}
{'loss': 1.4406, 'grad_norm': 10.808868408203125, 'learning_rate': 4.176716141001856e-05, 'epoch': 0.16}
{'loss': 1.6269, 'grad_norm': 10.369065284729004, 'learning_rate': 4.175943104514533e-05, 'epoch': 0.16}
{'loss': 1.3824, 'grad_norm': 7.942593097686768, 'learning_rate': 4.175170068027211e-05, 'epoch': 0.17}
{'loss': 0.2681, 'grad_norm': 8.439802169799805, 'learning_rate': 4.174397031539889e-05, 'epoch': 0.17}
{'loss': 1.5963, 'grad_norm': 7.680836200714111, 'learning_rate': 4.173623995052567e-05, 'epoch': 0.17}
{'loss': 0.3834, 'grad_norm': 8.984604835510254, 'learning_rate': 4.172850958565244e-05, 'epoch': 0.17}
{'loss': 1.7238, 'grad_norm': 10.849730491638184, 'learning_rate': 4.1720779220779224e-05, 'epoch': 0.17}
{'loss': 1.1322, 'grad_norm': 11.385526657104492, 'learning_rate': 4.1713048855906e-05, 'epoch': 0.17}
{'loss': 0.9944, 'grad_norm': 11.085290908813477, 'learning_rate': 4.1705318491032777e-05, 'epoch': 0.17}
{'loss': 1.1853, 'grad_norm': 9.673885345458984, 'learning_rate': 4.169758812615956e-05, 'epoch': 0.17}
{'loss': 1.3349, 'grad_norm': 6.227081298828125, 'learning_rate': 4.1689857761286336e-05, 'epoch': 0.17}
{'loss': 1.7293, 'grad_norm': 13.90075969696045, 'learning_rate': 4.168212739641311e-05, 'epoch': 0.17}
{'loss': 0.923, 'grad_norm': 9.522137641906738, 'learning_rate': 4.167439703153989e-05, 'epoch': 0.17}
{'loss': 1.4076, 'grad_norm': 8.987472534179688, 'learning_rate': 4.166666666666667e-05, 'epoch': 0.17}
{'loss': 1.6866, 'grad_norm': 12.509283065795898, 'learning_rate': 4.165893630179344e-05, 'epoch': 0.17}
{'loss': 1.6668, 'grad_norm': 10.832207679748535, 'learning_rate': 4.1651205936920225e-05, 'epoch': 0.17}
{'loss': 1.1359, 'grad_norm': 9.004800796508789, 'learning_rate': 4.1643475572047e-05, 'epoch': 0.17}
{'loss': 0.9784, 'grad_norm': 12.603705406188965, 'learning_rate': 4.1635745207173784e-05, 'epoch': 0.17}
{'loss': 1.4889, 'grad_norm': 7.052432060241699, 'learning_rate': 4.162801484230056e-05, 'epoch': 0.17}
{'loss': 0.9466, 'grad_norm': 12.609542846679688, 'learning_rate': 4.162028447742734e-05, 'epoch': 0.17}
{'loss': 1.5585, 'grad_norm': 9.493247985839844, 'learning_rate': 4.1612554112554114e-05, 'epoch': 0.17}
{'loss': 1.4471, 'grad_norm': 8.970895767211914, 'learning_rate': 4.160482374768089e-05, 'epoch': 0.17}
{'loss': 1.5948, 'grad_norm': 14.546796798706055, 'learning_rate': 4.159709338280767e-05, 'epoch': 0.17}
{'loss': 1.8754, 'grad_norm': 10.932950973510742, 'learning_rate': 4.158936301793445e-05, 'epoch': 0.17}
{'loss': 1.7228, 'grad_norm': 18.299819946289062, 'learning_rate': 4.1581632653061226e-05, 'epoch': 0.17}
{'loss': 1.6372, 'grad_norm': 9.634737014770508, 'learning_rate': 4.1573902288188e-05, 'epoch': 0.17}
{'loss': 1.3193, 'grad_norm': 10.773067474365234, 'learning_rate': 4.1566171923314786e-05, 'epoch': 0.17}
{'loss': 0.6666, 'grad_norm': 8.457083702087402, 'learning_rate': 4.155844155844156e-05, 'epoch': 0.17}
{'loss': 1.1182, 'grad_norm': 11.102560997009277, 'learning_rate': 4.155071119356834e-05, 'epoch': 0.17}
{'loss': 1.4796, 'grad_norm': 8.752676963806152, 'learning_rate': 4.1542980828695115e-05, 'epoch': 0.17}
{'loss': 1.2705, 'grad_norm': 8.819276809692383, 'learning_rate': 4.15352504638219e-05, 'epoch': 0.17}
{'loss': 1.5039, 'grad_norm': 11.986108779907227, 'learning_rate': 4.1527520098948674e-05, 'epoch': 0.17}
{'loss': 1.7743, 'grad_norm': 13.999100685119629, 'learning_rate': 4.151978973407545e-05, 'epoch': 0.17}
{'loss': 1.4897, 'grad_norm': 10.694197654724121, 'learning_rate': 4.151205936920223e-05, 'epoch': 0.17}
{'loss': 1.2924, 'grad_norm': 13.085282325744629, 'learning_rate': 4.1504329004329003e-05, 'epoch': 0.17}
{'loss': 0.9031, 'grad_norm': 10.88514518737793, 'learning_rate': 4.149659863945579e-05, 'epoch': 0.17}
{'loss': 1.6965, 'grad_norm': 9.047194480895996, 'learning_rate': 4.1488868274582556e-05, 'epoch': 0.17}
{'loss': 1.5097, 'grad_norm': 9.390600204467773, 'learning_rate': 4.148113790970934e-05, 'epoch': 0.17}
{'loss': 1.4299, 'grad_norm': 13.49913215637207, 'learning_rate': 4.1473407544836116e-05, 'epoch': 0.17}
{'loss': 1.5462, 'grad_norm': 8.492400169372559, 'learning_rate': 4.14656771799629e-05, 'epoch': 0.17}
{'loss': 0.8754, 'grad_norm': 11.382588386535645, 'learning_rate': 4.1457946815089675e-05, 'epoch': 0.17}
{'loss': 1.6784, 'grad_norm': 11.85667896270752, 'learning_rate': 4.145021645021645e-05, 'epoch': 0.17}
{'loss': 1.2046, 'grad_norm': 7.58314847946167, 'learning_rate': 4.144248608534323e-05, 'epoch': 0.17}
{'loss': 0.887, 'grad_norm': 14.365790367126465, 'learning_rate': 4.143475572047001e-05, 'epoch': 0.17}
{'loss': 1.8739, 'grad_norm': 8.37918758392334, 'learning_rate': 4.142702535559679e-05, 'epoch': 0.17}
{'loss': 2.0165, 'grad_norm': 8.764360427856445, 'learning_rate': 4.1419294990723564e-05, 'epoch': 0.17}
{'loss': 1.8343, 'grad_norm': 8.903507232666016, 'learning_rate': 4.141156462585034e-05, 'epoch': 0.17}
{'loss': 1.5252, 'grad_norm': 9.740116119384766, 'learning_rate': 4.140383426097712e-05, 'epoch': 0.17}
{'loss': 1.3681, 'grad_norm': 13.15222454071045, 'learning_rate': 4.13961038961039e-05, 'epoch': 0.17}
{'loss': 1.1165, 'grad_norm': 7.837935924530029, 'learning_rate': 4.1388373531230677e-05, 'epoch': 0.17}
{'loss': 1.2563, 'grad_norm': 11.197578430175781, 'learning_rate': 4.138064316635745e-05, 'epoch': 0.17}
{'loss': 1.4543, 'grad_norm': 10.860990524291992, 'learning_rate': 4.137291280148423e-05, 'epoch': 0.17}
{'loss': 1.2423, 'grad_norm': 8.351526260375977, 'learning_rate': 4.136518243661101e-05, 'epoch': 0.17}
{'loss': 1.3978, 'grad_norm': 11.745339393615723, 'learning_rate': 4.135745207173779e-05, 'epoch': 0.17}
{'loss': 1.447, 'grad_norm': 8.363480567932129, 'learning_rate': 4.1349721706864565e-05, 'epoch': 0.17}
{'loss': 1.1969, 'grad_norm': 13.03796672821045, 'learning_rate': 4.134199134199134e-05, 'epoch': 0.17}
{'loss': 1.3147, 'grad_norm': 12.000409126281738, 'learning_rate': 4.1334260977118125e-05, 'epoch': 0.17}
{'loss': 1.2196, 'grad_norm': 13.873200416564941, 'learning_rate': 4.13265306122449e-05, 'epoch': 0.17}
{'loss': 1.4291, 'grad_norm': 12.59955883026123, 'learning_rate': 4.131880024737168e-05, 'epoch': 0.17}
{'loss': 1.3668, 'grad_norm': 13.23489761352539, 'learning_rate': 4.1311069882498454e-05, 'epoch': 0.17}
{'loss': 0.9888, 'grad_norm': 9.690408706665039, 'learning_rate': 4.130333951762523e-05, 'epoch': 0.17}
{'loss': 1.3991, 'grad_norm': 12.309412956237793, 'learning_rate': 4.1295609152752014e-05, 'epoch': 0.17}
{'loss': 1.3596, 'grad_norm': 13.192545890808105, 'learning_rate': 4.128787878787879e-05, 'epoch': 0.17}
{'loss': 1.8678, 'grad_norm': 11.974120140075684, 'learning_rate': 4.1280148423005566e-05, 'epoch': 0.17}
{'loss': 1.3522, 'grad_norm': 9.381789207458496, 'learning_rate': 4.127241805813234e-05, 'epoch': 0.17}
{'loss': 1.4107, 'grad_norm': 14.3079833984375, 'learning_rate': 4.1264687693259126e-05, 'epoch': 0.17}
{'loss': 1.3537, 'grad_norm': 26.601774215698242, 'learning_rate': 4.12569573283859e-05, 'epoch': 0.18}
{'loss': 1.3366, 'grad_norm': 8.079170227050781, 'learning_rate': 4.124922696351268e-05, 'epoch': 0.18}
{'loss': 1.0508, 'grad_norm': 9.44089412689209, 'learning_rate': 4.1241496598639455e-05, 'epoch': 0.18}
{'loss': 1.0526, 'grad_norm': 10.63575267791748, 'learning_rate': 4.123376623376624e-05, 'epoch': 0.18}
{'loss': 1.2914, 'grad_norm': 9.690993309020996, 'learning_rate': 4.1226035868893015e-05, 'epoch': 0.18}
{'loss': 1.2663, 'grad_norm': 13.465293884277344, 'learning_rate': 4.121830550401979e-05, 'epoch': 0.18}
{'loss': 1.541, 'grad_norm': 11.729849815368652, 'learning_rate': 4.121057513914657e-05, 'epoch': 0.18}
{'loss': 1.2619, 'grad_norm': 10.630844116210938, 'learning_rate': 4.1202844774273344e-05, 'epoch': 0.18}
{'loss': 1.1594, 'grad_norm': 9.320344924926758, 'learning_rate': 4.119511440940013e-05, 'epoch': 0.18}
{'loss': 1.1926, 'grad_norm': 9.642988204956055, 'learning_rate': 4.1187384044526903e-05, 'epoch': 0.18}
{'loss': 1.6193, 'grad_norm': 5.781533241271973, 'learning_rate': 4.117965367965368e-05, 'epoch': 0.18}
{'loss': 1.1973, 'grad_norm': 9.299939155578613, 'learning_rate': 4.1171923314780456e-05, 'epoch': 0.18}
{'loss': 1.4992, 'grad_norm': 8.615915298461914, 'learning_rate': 4.116419294990724e-05, 'epoch': 0.18}
{'loss': 0.8841, 'grad_norm': 9.993362426757812, 'learning_rate': 4.1156462585034016e-05, 'epoch': 0.18}
{'loss': 1.294, 'grad_norm': 11.925840377807617, 'learning_rate': 4.11487322201608e-05, 'epoch': 0.18}
{'loss': 1.3386, 'grad_norm': 9.06470775604248, 'learning_rate': 4.114100185528757e-05, 'epoch': 0.18}
{'loss': 1.6404, 'grad_norm': 8.328645706176758, 'learning_rate': 4.113327149041435e-05, 'epoch': 0.18}
{'loss': 0.9887, 'grad_norm': 12.69937801361084, 'learning_rate': 4.112554112554113e-05, 'epoch': 0.18}
{'loss': 1.5228, 'grad_norm': 9.85342788696289, 'learning_rate': 4.1117810760667905e-05, 'epoch': 0.18}
{'loss': 1.2517, 'grad_norm': 11.589845657348633, 'learning_rate': 4.111008039579468e-05, 'epoch': 0.18}
{'loss': 1.6337, 'grad_norm': 9.103333473205566, 'learning_rate': 4.110235003092146e-05, 'epoch': 0.18}
{'loss': 0.8149, 'grad_norm': 9.035215377807617, 'learning_rate': 4.109461966604824e-05, 'epoch': 0.18}
{'loss': 1.4746, 'grad_norm': 9.632935523986816, 'learning_rate': 4.108688930117502e-05, 'epoch': 0.18}
{'loss': 1.3384, 'grad_norm': 8.199469566345215, 'learning_rate': 4.10791589363018e-05, 'epoch': 0.18}
{'loss': 1.0333, 'grad_norm': 10.31241512298584, 'learning_rate': 4.107142857142857e-05, 'epoch': 0.18}
{'loss': 1.1471, 'grad_norm': 9.37519645690918, 'learning_rate': 4.106369820655535e-05, 'epoch': 0.18}
{'loss': 1.4146, 'grad_norm': 13.433858871459961, 'learning_rate': 4.105596784168213e-05, 'epoch': 0.18}
{'loss': 2.2488, 'grad_norm': 14.158305168151855, 'learning_rate': 4.104823747680891e-05, 'epoch': 0.18}
{'loss': 1.2959, 'grad_norm': 11.059643745422363, 'learning_rate': 4.104050711193568e-05, 'epoch': 0.18}
{'loss': 0.8981, 'grad_norm': 14.969618797302246, 'learning_rate': 4.1032776747062465e-05, 'epoch': 0.18}
{'loss': 1.308, 'grad_norm': 9.990572929382324, 'learning_rate': 4.102504638218924e-05, 'epoch': 0.18}
{'loss': 1.4491, 'grad_norm': 12.792767524719238, 'learning_rate': 4.101731601731602e-05, 'epoch': 0.18}
{'loss': 1.2627, 'grad_norm': 11.770881652832031, 'learning_rate': 4.1009585652442794e-05, 'epoch': 0.18}
{'loss': 1.435, 'grad_norm': 12.315482139587402, 'learning_rate': 4.100185528756957e-05, 'epoch': 0.18}
{'loss': 1.5395, 'grad_norm': 10.37723159790039, 'learning_rate': 4.0994124922696354e-05, 'epoch': 0.18}
{'loss': 1.5118, 'grad_norm': 11.045931816101074, 'learning_rate': 4.098639455782313e-05, 'epoch': 0.18}
{'loss': 1.3445, 'grad_norm': 7.6002655029296875, 'learning_rate': 4.0978664192949914e-05, 'epoch': 0.18}
{'loss': 1.2827, 'grad_norm': 7.6364336013793945, 'learning_rate': 4.097093382807668e-05, 'epoch': 0.18}
{'loss': 1.1729, 'grad_norm': 10.876106262207031, 'learning_rate': 4.0963203463203466e-05, 'epoch': 0.18}
{'loss': 1.8183, 'grad_norm': 8.220786094665527, 'learning_rate': 4.095547309833024e-05, 'epoch': 0.18}
{'loss': 1.8758, 'grad_norm': 6.9189677238464355, 'learning_rate': 4.0947742733457026e-05, 'epoch': 0.18}
{'loss': 1.2989, 'grad_norm': 14.272381782531738, 'learning_rate': 4.0940012368583796e-05, 'epoch': 0.18}
{'loss': 1.486, 'grad_norm': 9.083937644958496, 'learning_rate': 4.093228200371058e-05, 'epoch': 0.18}
{'loss': 1.1794, 'grad_norm': 10.710598945617676, 'learning_rate': 4.0924551638837355e-05, 'epoch': 0.18}
{'loss': 1.6074, 'grad_norm': 17.1326847076416, 'learning_rate': 4.091682127396413e-05, 'epoch': 0.18}
{'loss': 1.7517, 'grad_norm': 9.885671615600586, 'learning_rate': 4.0909090909090915e-05, 'epoch': 0.18}
{'loss': 1.7626, 'grad_norm': 8.363377571105957, 'learning_rate': 4.0901360544217684e-05, 'epoch': 0.18}
{'loss': 1.1257, 'grad_norm': 8.365299224853516, 'learning_rate': 4.089363017934447e-05, 'epoch': 0.18}
{'loss': 1.3556, 'grad_norm': 9.123930931091309, 'learning_rate': 4.0885899814471244e-05, 'epoch': 0.18}
{'loss': 1.6134, 'grad_norm': 9.963058471679688, 'learning_rate': 4.087816944959803e-05, 'epoch': 0.18}
{'loss': 1.6675, 'grad_norm': 8.05339527130127, 'learning_rate': 4.08704390847248e-05, 'epoch': 0.18}
{'loss': 1.6738, 'grad_norm': 8.627579689025879, 'learning_rate': 4.086270871985158e-05, 'epoch': 0.18}
{'loss': 1.057, 'grad_norm': 12.154804229736328, 'learning_rate': 4.0854978354978356e-05, 'epoch': 0.18}
{'loss': 0.9818, 'grad_norm': 12.305506706237793, 'learning_rate': 4.084724799010514e-05, 'epoch': 0.18}
{'loss': 1.4331, 'grad_norm': 8.829146385192871, 'learning_rate': 4.0839517625231916e-05, 'epoch': 0.18}
{'loss': 1.593, 'grad_norm': 10.673187255859375, 'learning_rate': 4.083178726035869e-05, 'epoch': 0.18}
{'loss': 1.3476, 'grad_norm': 11.519967079162598, 'learning_rate': 4.082405689548547e-05, 'epoch': 0.18}
{'loss': 1.566, 'grad_norm': 10.888077735900879, 'learning_rate': 4.0816326530612245e-05, 'epoch': 0.18}
{'loss': 1.81, 'grad_norm': 9.29076099395752, 'learning_rate': 4.080859616573903e-05, 'epoch': 0.18}
{'loss': 1.376, 'grad_norm': 9.154090881347656, 'learning_rate': 4.08008658008658e-05, 'epoch': 0.18}
{'loss': 1.3448, 'grad_norm': 14.76414680480957, 'learning_rate': 4.079313543599258e-05, 'epoch': 0.18}
{'loss': 1.2048, 'grad_norm': 7.148904323577881, 'learning_rate': 4.078540507111936e-05, 'epoch': 0.18}
{'loss': 1.2441, 'grad_norm': 8.930521965026855, 'learning_rate': 4.077767470624614e-05, 'epoch': 0.18}
{'loss': 1.0518, 'grad_norm': 11.705065727233887, 'learning_rate': 4.076994434137291e-05, 'epoch': 0.18}
{'loss': 1.4518, 'grad_norm': 12.153159141540527, 'learning_rate': 4.076221397649969e-05, 'epoch': 0.18}
{'loss': 1.7777, 'grad_norm': 9.035566329956055, 'learning_rate': 4.075448361162647e-05, 'epoch': 0.19}
{'loss': 1.7886, 'grad_norm': 8.273856163024902, 'learning_rate': 4.074675324675325e-05, 'epoch': 0.19}
{'loss': 1.4951, 'grad_norm': 7.2421064376831055, 'learning_rate': 4.073902288188003e-05, 'epoch': 0.19}
{'loss': 1.0267, 'grad_norm': 8.832903861999512, 'learning_rate': 4.0731292517006806e-05, 'epoch': 0.19}
{'loss': 1.1846, 'grad_norm': 10.911699295043945, 'learning_rate': 4.072356215213358e-05, 'epoch': 0.19}
{'loss': 0.9218, 'grad_norm': 9.382953643798828, 'learning_rate': 4.071583178726036e-05, 'epoch': 0.19}
{'loss': 0.6838, 'grad_norm': 11.293604850769043, 'learning_rate': 4.070810142238714e-05, 'epoch': 0.19}
{'loss': 1.605, 'grad_norm': 9.631857872009277, 'learning_rate': 4.070037105751391e-05, 'epoch': 0.19}
{'loss': 1.3773, 'grad_norm': 10.284834861755371, 'learning_rate': 4.0692640692640695e-05, 'epoch': 0.19}
{'loss': 1.1035, 'grad_norm': 9.564547538757324, 'learning_rate': 4.068491032776747e-05, 'epoch': 0.19}
{'loss': 1.5518, 'grad_norm': 11.00735855102539, 'learning_rate': 4.0677179962894254e-05, 'epoch': 0.19}
{'loss': 1.6239, 'grad_norm': 10.087843894958496, 'learning_rate': 4.066944959802103e-05, 'epoch': 0.19}
{'loss': 1.2791, 'grad_norm': 10.123067855834961, 'learning_rate': 4.066171923314781e-05, 'epoch': 0.19}
{'loss': 1.1593, 'grad_norm': 8.773216247558594, 'learning_rate': 4.065398886827458e-05, 'epoch': 0.19}
{'loss': 1.25, 'grad_norm': 11.582595825195312, 'learning_rate': 4.0646258503401366e-05, 'epoch': 0.19}
{'loss': 1.2291, 'grad_norm': 12.003372192382812, 'learning_rate': 4.063852813852814e-05, 'epoch': 0.19}
{'loss': 1.7613, 'grad_norm': 6.987687110900879, 'learning_rate': 4.063079777365492e-05, 'epoch': 0.19}
{'loss': 1.202, 'grad_norm': 10.657294273376465, 'learning_rate': 4.0623067408781696e-05, 'epoch': 0.19}
{'loss': 1.6101, 'grad_norm': 10.760258674621582, 'learning_rate': 4.061533704390847e-05, 'epoch': 0.19}
{'loss': 0.979, 'grad_norm': 9.901726722717285, 'learning_rate': 4.0607606679035255e-05, 'epoch': 0.19}
{'loss': 1.1904, 'grad_norm': 9.6692533493042, 'learning_rate': 4.059987631416203e-05, 'epoch': 0.19}
{'loss': 0.8386, 'grad_norm': 8.04272174835205, 'learning_rate': 4.059214594928881e-05, 'epoch': 0.19}
{'loss': 1.2465, 'grad_norm': 11.467432022094727, 'learning_rate': 4.0584415584415584e-05, 'epoch': 0.19}
{'loss': 1.3109, 'grad_norm': 13.168012619018555, 'learning_rate': 4.057668521954237e-05, 'epoch': 0.19}
{'loss': 1.5949, 'grad_norm': 9.057116508483887, 'learning_rate': 4.0568954854669144e-05, 'epoch': 0.19}
{'loss': 1.3403, 'grad_norm': 12.088552474975586, 'learning_rate': 4.056122448979592e-05, 'epoch': 0.19}
{'loss': 0.7392, 'grad_norm': 7.528910160064697, 'learning_rate': 4.05534941249227e-05, 'epoch': 0.19}
{'loss': 1.4279, 'grad_norm': 11.403130531311035, 'learning_rate': 4.054576376004948e-05, 'epoch': 0.19}
{'loss': 1.1053, 'grad_norm': 11.632305145263672, 'learning_rate': 4.0538033395176256e-05, 'epoch': 0.19}
{'loss': 1.6039, 'grad_norm': 7.87876558303833, 'learning_rate': 4.053030303030303e-05, 'epoch': 0.19}
{'loss': 1.556, 'grad_norm': 9.323201179504395, 'learning_rate': 4.052257266542981e-05, 'epoch': 0.19}
{'loss': 1.7586, 'grad_norm': 12.071111679077148, 'learning_rate': 4.0514842300556586e-05, 'epoch': 0.19}
{'loss': 1.4282, 'grad_norm': 6.4355549812316895, 'learning_rate': 4.050711193568337e-05, 'epoch': 0.19}
{'loss': 1.3453, 'grad_norm': 7.660727024078369, 'learning_rate': 4.0499381570810145e-05, 'epoch': 0.19}
{'loss': 1.212, 'grad_norm': 10.050688743591309, 'learning_rate': 4.049165120593692e-05, 'epoch': 0.19}
{'loss': 0.9947, 'grad_norm': 11.043660163879395, 'learning_rate': 4.04839208410637e-05, 'epoch': 0.19}
{'loss': 0.7917, 'grad_norm': 11.835236549377441, 'learning_rate': 4.047619047619048e-05, 'epoch': 0.19}
{'loss': 1.3464, 'grad_norm': 8.311945915222168, 'learning_rate': 4.046846011131726e-05, 'epoch': 0.19}
{'loss': 1.3527, 'grad_norm': 8.877931594848633, 'learning_rate': 4.0460729746444034e-05, 'epoch': 0.19}
{'loss': 1.3899, 'grad_norm': 10.225931167602539, 'learning_rate': 4.045299938157081e-05, 'epoch': 0.19}
{'loss': 1.3068, 'grad_norm': 11.758577346801758, 'learning_rate': 4.0445269016697593e-05, 'epoch': 0.19}
{'loss': 1.5299, 'grad_norm': 6.745757579803467, 'learning_rate': 4.043753865182437e-05, 'epoch': 0.19}
{'loss': 1.4502, 'grad_norm': 10.410056114196777, 'learning_rate': 4.0429808286951146e-05, 'epoch': 0.19}
{'loss': 1.3633, 'grad_norm': 10.943891525268555, 'learning_rate': 4.042207792207792e-05, 'epoch': 0.19}
{'loss': 1.4693, 'grad_norm': 10.728270530700684, 'learning_rate': 4.04143475572047e-05, 'epoch': 0.19}
{'loss': 1.7861, 'grad_norm': 7.984534740447998, 'learning_rate': 4.040661719233148e-05, 'epoch': 0.19}
{'loss': 1.018, 'grad_norm': 8.502079963684082, 'learning_rate': 4.039888682745826e-05, 'epoch': 0.19}
{'loss': 0.8772, 'grad_norm': 11.448171615600586, 'learning_rate': 4.0391156462585035e-05, 'epoch': 0.19}
{'loss': 1.6648, 'grad_norm': 5.145249366760254, 'learning_rate': 4.038342609771181e-05, 'epoch': 0.19}
{'loss': 1.6224, 'grad_norm': 13.183719635009766, 'learning_rate': 4.0375695732838595e-05, 'epoch': 0.19}
{'loss': 2.0489, 'grad_norm': 8.913832664489746, 'learning_rate': 4.036796536796537e-05, 'epoch': 0.19}
{'loss': 1.0417, 'grad_norm': 10.423726081848145, 'learning_rate': 4.036023500309215e-05, 'epoch': 0.19}
{'loss': 1.1654, 'grad_norm': 5.692097187042236, 'learning_rate': 4.0352504638218924e-05, 'epoch': 0.19}
{'loss': 0.8605, 'grad_norm': 11.238210678100586, 'learning_rate': 4.03447742733457e-05, 'epoch': 0.19}
{'loss': 0.9307, 'grad_norm': 11.694353103637695, 'learning_rate': 4.033704390847248e-05, 'epoch': 0.19}
{'loss': 0.7205, 'grad_norm': 9.898475646972656, 'learning_rate': 4.032931354359926e-05, 'epoch': 0.19}
{'loss': 1.0628, 'grad_norm': 9.328030586242676, 'learning_rate': 4.0321583178726036e-05, 'epoch': 0.19}
{'loss': 0.8446, 'grad_norm': 11.325688362121582, 'learning_rate': 4.031385281385281e-05, 'epoch': 0.19}
{'loss': 1.8243, 'grad_norm': 9.207085609436035, 'learning_rate': 4.0306122448979596e-05, 'epoch': 0.19}
{'loss': 1.5564, 'grad_norm': 13.114999771118164, 'learning_rate': 4.029839208410637e-05, 'epoch': 0.19}
{'loss': 1.4496, 'grad_norm': 10.429486274719238, 'learning_rate': 4.029066171923315e-05, 'epoch': 0.19}
{'loss': 1.3328, 'grad_norm': 10.270073890686035, 'learning_rate': 4.0282931354359925e-05, 'epoch': 0.19}
{'loss': 1.3513, 'grad_norm': 10.642294883728027, 'learning_rate': 4.027520098948671e-05, 'epoch': 0.19}
{'loss': 1.6435, 'grad_norm': 11.44247817993164, 'learning_rate': 4.0267470624613484e-05, 'epoch': 0.19}
{'loss': 1.5891, 'grad_norm': 9.595340728759766, 'learning_rate': 4.025974025974026e-05, 'epoch': 0.19}
{'loss': 1.3943, 'grad_norm': 10.36075210571289, 'learning_rate': 4.025200989486704e-05, 'epoch': 0.2}
{'loss': 1.788, 'grad_norm': 11.684576034545898, 'learning_rate': 4.0244279529993814e-05, 'epoch': 0.2}
{'loss': 1.0229, 'grad_norm': 9.769752502441406, 'learning_rate': 4.02365491651206e-05, 'epoch': 0.2}
{'loss': 1.0195, 'grad_norm': 8.664525985717773, 'learning_rate': 4.022881880024737e-05, 'epoch': 0.2}
{'loss': 0.7782, 'grad_norm': 10.720006942749023, 'learning_rate': 4.022108843537415e-05, 'epoch': 0.2}
{'loss': 1.3809, 'grad_norm': 7.111477375030518, 'learning_rate': 4.0213358070500926e-05, 'epoch': 0.2}
{'loss': 1.0024, 'grad_norm': 10.764547348022461, 'learning_rate': 4.020562770562771e-05, 'epoch': 0.2}
{'loss': 1.067, 'grad_norm': 10.938433647155762, 'learning_rate': 4.0197897340754486e-05, 'epoch': 0.2}
{'loss': 1.2752, 'grad_norm': 9.2343168258667, 'learning_rate': 4.019016697588127e-05, 'epoch': 0.2}
{'loss': 1.4619, 'grad_norm': 12.99106502532959, 'learning_rate': 4.018243661100804e-05, 'epoch': 0.2}
{'loss': 1.3548, 'grad_norm': 8.110987663269043, 'learning_rate': 4.017470624613482e-05, 'epoch': 0.2}
{'loss': 0.8372, 'grad_norm': 10.753931999206543, 'learning_rate': 4.01669758812616e-05, 'epoch': 0.2}
{'loss': 1.3572, 'grad_norm': 10.946478843688965, 'learning_rate': 4.0159245516388374e-05, 'epoch': 0.2}
{'loss': 1.116, 'grad_norm': 10.771501541137695, 'learning_rate': 4.015151515151515e-05, 'epoch': 0.2}
{'loss': 1.3932, 'grad_norm': 11.883096694946289, 'learning_rate': 4.014378478664193e-05, 'epoch': 0.2}
{'loss': 1.398, 'grad_norm': 8.603445053100586, 'learning_rate': 4.013605442176871e-05, 'epoch': 0.2}
{'loss': 1.3413, 'grad_norm': 9.181865692138672, 'learning_rate': 4.012832405689549e-05, 'epoch': 0.2}
{'loss': 1.8092, 'grad_norm': 9.674213409423828, 'learning_rate': 4.012059369202227e-05, 'epoch': 0.2}
{'loss': 1.3243, 'grad_norm': 10.38226318359375, 'learning_rate': 4.011286332714904e-05, 'epoch': 0.2}
{'loss': 0.8658, 'grad_norm': 10.431267738342285, 'learning_rate': 4.010513296227582e-05, 'epoch': 0.2}
{'loss': 1.3961, 'grad_norm': 7.714930057525635, 'learning_rate': 4.00974025974026e-05, 'epoch': 0.2}
{'loss': 1.1938, 'grad_norm': 8.643940925598145, 'learning_rate': 4.008967223252938e-05, 'epoch': 0.2}
{'loss': 1.2481, 'grad_norm': 8.278186798095703, 'learning_rate': 4.008194186765615e-05, 'epoch': 0.2}
{'loss': 0.952, 'grad_norm': 10.00348949432373, 'learning_rate': 4.0074211502782935e-05, 'epoch': 0.2}
{'loss': 0.7778, 'grad_norm': 8.87767219543457, 'learning_rate': 4.006648113790971e-05, 'epoch': 0.2}
{'loss': 1.2281, 'grad_norm': 11.247443199157715, 'learning_rate': 4.005875077303649e-05, 'epoch': 0.2}
{'loss': 1.0537, 'grad_norm': 10.154582023620605, 'learning_rate': 4.0051020408163264e-05, 'epoch': 0.2}
{'loss': 1.169, 'grad_norm': 9.847638130187988, 'learning_rate': 4.004329004329004e-05, 'epoch': 0.2}
{'loss': 1.2074, 'grad_norm': 9.706075668334961, 'learning_rate': 4.0035559678416824e-05, 'epoch': 0.2}
{'loss': 1.7647, 'grad_norm': 11.801923751831055, 'learning_rate': 4.00278293135436e-05, 'epoch': 0.2}
{'loss': 1.5647, 'grad_norm': 9.723981857299805, 'learning_rate': 4.002009894867038e-05, 'epoch': 0.2}
{'loss': 1.2115, 'grad_norm': 12.344819068908691, 'learning_rate': 4.001236858379715e-05, 'epoch': 0.2}
{'loss': 1.2037, 'grad_norm': 11.105989456176758, 'learning_rate': 4.0004638218923936e-05, 'epoch': 0.2}
